lon	lat	plotsize	species_richness	aus_state_info	elevation	hfp	bio_1	bio_2	bio_3	bio_4	bio_5	bio_6	bio_7	bio_8	bio_9	bio_10	bio_11	bio_12	bio_13	bio_14	bio_15	bio_16	bio_17	bio_18	bio_19	species_list
14175629	-4186216	1000	21	5	173	14.4567	16.1625	12.875	44.7049	598.3277	31.7	2.9	28.8	12.2167	23.2667	23.6333	8.9	517	53	33	15.5804	149	110	119	133	Acacia, Allocasuarina luehmannii, Cheilanthes austrotenuifolia, Cheilanthes sieberi, Diploglottis diphyllostegia, Dodonaea viscosa, Einadia nutans, Eucalyptus microcarpa, Ficus virgata, Galbulimima belgraveana, Grewia mesomischa, Homalanthus stillingifolius, Hymenophyllum, Lepiderema punctulata, Lycium, Oxalis perennans, Panicum, Rytidosperma setaceum, Scleria brownii, Stipa scabra, Syngonium podophyllum
14067844	-4152716	1000	18	5	126	10.3766	16.8583	13.0833	45.271	581.7014	32.3	3.4	28.9	13.1833	21.2833	24.0333	9.7167	425	43	26	16.3699	120	90	104	107	Alternanthera sessilis, Amaranthus, Carex tereticaulis, Cryptocarya putida, Einadia nutans, Endiandra sankeyana, Eucalyptus camaldulensis, Fumaria, Hypolepis, Leucopogon ruscifolius, Lobelia concolor, Mitrasacme stellata, Poa, Polyscias murrayi, Rosa rubiginosa, Rumex, Sclerolaena muricata, Zornia ramosa
14405257	-3577332	1000	19	5	172	9.2229	19.7667	14.3333	47.4614	594.5829	34.6	4.4	30.2	26.75	12.0667	26.75	12.0667	543	81	30	33.1277	198	98	198	98	Austrostipa, Brachyscome, Corymbia tessellaris, Cynodon dactylon, Cyperus gracilis, Deeringia, Dysphania ambrosioides, Einadia nutans, Eucalyptus populnea, Jasminum didymum, Oxalis corniculata, Paspalidium, Phyla nodiflora, Rumex, Sclerolaena birchii, Spergularia rubra, Syzygium cormiflorum, Tabernaemontana pandacaqui, Tetragonia tetragonioides
14402362	-3565961	1000	21	5	167	12.7464	19.925	14.4667	47.7448	592.7574	34.8	4.5	30.3	26.8667	12.2333	26.8667	12.2333	545	84	27	34.5616	200	97	200	97	Boerhavia glabrata, Casuarina cristata, Cucumis myriocarpus, Diospyros maritima, Einadia hastata, Einadia nutans, Eragrostis alveiformis, Eucalyptus coolabah, Eucalyptus oreades, Euphorbia drummondii, Olearia elliptica, Oxalis corniculata, Panicum, Paspalidium, Persicaria subsessilis, Phyla nodiflora, Rapistrum rugosum, Sclerolaena birchii, Syzygium kuranda, Tetragonia tetragonioides, Vachellia farnesiana
13904956	-4139803	1000	36	5	77	7.9122	17.2083	14.05	48.2818	560.4456	32.9	3.8	29.1	13.8833	23.7	24.1333	10.3167	306	31	19	13.1215	86	67	73	81	Alternanthera sessilis, Ammannia multiflora, Azolla pinnata, Centipeda cunninghamii, Centipeda minima, Damasonium minus, Dysphania pumilio, Eclipta platyglossa, Elatine gratioloides, Eleocharis acuta, Eleocharis pusilla, Eucalyptus camaldulensis, Eucalyptus oreades, Euchiton sphaericus, Euphorbia drummondii, Gahnia melanocarpa, Geniostoma rupestre, Glinus lotoides, Kyllinga odorata, Ludwigia peploides, Lythrum hyssopifolia, Myriophyllum, Myriophyllum verrucosum, Omphalea queenslandiae, Ophioglossum, Panicum, Parsonsia plaesiophylla, Persicaria lapathifolia, Phyla canescens, Polygonum plebeium, Polymeria marginata, Rhagodia spinescens, Rorippa laciniata, Senecio runcinifolius, Sonchus oleraceus, Syzygium kuranda
14402932	-3576830	1000	20	5	169	13.4099	19.9	14.5333	47.4946	599.2267	35	4.4	30.6	26.9333	12.1333	26.9333	12.1333	544	80	30	31.9771	197	100	197	100	Atalaya hemiglauca, Boerhavia glabrata, Capparis lasiantha, Chloris divaricata, Cyperus gracilis, Diospyros vera, Diploglottis diphyllostegia, Einadia nutans, Elaeocarpus linsmithii, Eragrostis alveiformis, Eremophila mitchellii, Eucalyptus populnea, Monachather paradoxus, Muehlenbeckia zippelii, Parsonsia eucalyptophylla, Paspalidium, Sida cunninghamii, Tabernaemontana pandacaqui, Terminalia sericocarpa, Vittadinia sulcata
14296102	-3876696	1000	26	5	224	16	17.5792	13.4917	46.2043	592.3469	32.5	3.3	29.2	24.8167	10.1667	24.8167	10.1667	542	69	30	21.1794	162	108	162	108	Alternanthera sessilis, Bidens pilosa, Casuarina cristata, Chenopodium album, Einadia nutans, Eucalyptus camaldulensis, Eucalyptus oreades, Eucalyptus populnea, Euphorbia drummondii, Kyllinga planiculmis, Lepidium bonariense, Marrubium vulgare, Myriophyllum verrucosum, Ophioglossum, Oxalis corniculata, Paspalidium constrictum, Piper macropiper, Polystachya heckmanniana, Pyrrosia confluens, Rostellularia adscendens, Solanum esuriale, Sonchus oleraceus, Spergularia rubra, Stackhousia spathulata, Vittadinia cuneata, Zornia ramosa
13758326	-3588067	1000	20	5	82	1.2521	21.1042	13.7917	44.2041	643.1049	36.6	5.4	31.2	28.0833	12.95	28.8667	12.95	239	35	10	32.1331	84	43	84	43	Abutilon oxycarpum, Acacia, Chloris divaricata, Diospyros maritima, Einadia hastata, Einadia nutans, Eragrostis alveiformis, Eriachne mucronata, Eucalyptus coolabah, Eucalyptus oreades, Neptunia gracilis, Olearia elliptica, Panicum effusum, Paspalidium, Phyla nodiflora, Salsola kali, Sclerolaena tricuspis, Syzygium kuranda, Vachellia farnesiana, Vittadinia sulcata
14364192	-3664596	1000	19	5	161	13.3083	19.5542	14.925	48.6156	600.9669	34.6	3.9	30.7	26.6667	11.8333	26.6667	11.8333	529	84	28	34.9496	193	95	193	95	Abutilon oxycarpum, Boerhavia glabrata, Casuarina cristata, Cynodon dactylon, Einadia nutans, Enteropogon acicularis, Eragrostis alveiformis, Eucalyptus coolabah, Eucalyptus oreades, Euphorbia drummondii, Leptospermum petersonii, Panicum, Paspalidium, Sclerolaena muricata, Solanum esuriale, Syzygium kuranda, Tabernaemontana pandacaqui, Vachellia farnesiana, Vitaceae
14432389	-3588904	1000	21	5	192	2.257	19.5125	14.075	47.8741	577.916	33.8	4.4	29.4	26.3	16.1167	26.3	12.0333	565	89	27	38.5676	219	89	219	103	Acacia, Boerhavia glabrata, Chloris divaricata, Cyperus gracilis, Deeringia, Einadia nutans, Eragrostis alveiformis, Eucalyptus camaldulensis, Eucalyptus coolabah, Eucalyptus oreades, Euphorbia drummondii, Ficus congesta, Keraudrenia collina, Monachather paradoxus, Oxalis corniculata, Panicum, Polystachya heckmanniana, Sclerolaena birchii, Sclerolaena muricata, Tabernaemontana pandacaqui, Vachellia farnesiana
14066166	-4153328	1000	24	5	121	10.6233	16.9167	13.4667	45.9613	586.7063	32.5	3.2	29.3	13.2333	21.3333	24.15	9.7	426	43	26	15.9538	120	91	105	107	Boerhavia glabrata, Carex, Chamaesyce, Cryptocarya putida, Cynodon dactylon, Dysphania pumilio, Einadia nutans, Eucalyptus camaldulensis, Fumaria, Haloragis heterophylla, Lobelia concolor, Mirbelia speciosa, Ophioglossum, Oxalis perennans, Polyscias murrayi, Rumex, Salsola kali, Solanum esuriale, Tabernaemontana pandacaqui, Vitaceae, Wahlenbergia gracilis, Wrightia saligna, Xanthium spinosum, Zornia ramosa
14359841	-3691642	1000	21	5	160	7.7115	19.4125	14.6417	48.3223	596.0443	34.3	4	30.3	26.4833	11.7833	26.4833	11.7833	519	82	28	33.7146	186	96	186	96	Alternanthera sessilis, Boerhavia glabrata, Cyperus difformis, Deeringia, Echinochloa colona, Eragrostis alveiformis, Eucalyptus camaldulensis, Eucalyptus coolabah, Euphorbia drummondii, Leucopogon, Olearia elliptica, Ophioglossum, Oxalis corniculata, Paspalidium, Paspalum, Rapistrum rugosum, Rumex brownii, Spergularia rubra, Syzygium kuranda, Tetragonia tetragonioides, Xanthium
14060550	-4250831	1000	19	5	116	11.4725	16.1125	13.7417	46.8999	572.1138	32	2.7	29.3	10.1	20.4333	23.2167	9.15	425	43	25	15.9886	123	86	94	114	Alternanthera sessilis, Carex inversa, Cryptocarya putida, Diploglottis diphyllostegia, Diuris, Einadia nutans, Endiandra sankeyana, Enteropogon ramosus, Eucalyptus chartaboma, Eucalyptus oreades, Goodenia fascicularis, Oxalis perennans, Phyllanthus carpentariae, Rytidosperma setaceum, Sida trichopoda, Solanum esuriale, Teucrium racemosum, Triodia pungens, Vitaceae
14126749	-4167623	1000	26	5	150	8.7561	16.5167	13.1167	45.2299	591.1904	32	3	29	12.7	23.85	23.85	9.3	448	46	30	12.8924	127	98	98	120	Alternanthera sessilis, Carex, Cirsium vulgare, Dysphania pumilio, Erodium, Eucalyptus camaldulensis, Eucalyptus oreades, Haloragis heterophylla, Hypoestes floribunda, Hypolepis, Juncus laeviusculus, Lepidium africanum, Lilium, Lobelia concolor, Mitrasacme stellata, Ophioglossum, Oxalis perennans, Panicum, Phyllota, Poa, Polyscias murrayi, Pterocaulon serrulatum, Rumex brownii, Sonchus oleraceus, Trifolium angustifolium, Zornia ramosa
14227182	-4015133	1000	21	5	221	11.0815	17.0792	13.425	45.976	601.3828	32.4	3.2	29.2	22.7	13.8	24.45	9.6	472	56	27	18.951	137	102	134	105	Alternanthera sessilis, Amaranthus powellii, Chenopodium album, Einadia nutans, Eucalyptus camaldulensis, Fumaria, Gardenia pyriformis, Neofabricia mjoebergii, Ophioglossum, Ophioglossum lusitanicum, Oxalis corniculata, Paspalidium constrictum, Phyla canescens, Phyllanthus reticulatus, Polyscias murrayi, Rumex brownii, Sisymbrium orientale, Sonchus oleraceus, Taraxacum campylodes, Xanthium spinosum, Xanthium strumarium
14240999	-4036902	1000	17	5	224	5.0545	17	12.9833	45.081	596.4974	32.2	3.4	28.8	22.5833	21.5167	24.35	9.6333	464	49	34	11.1368	126	105	126	114	Casuarina, Cirsium vulgare, Cynodon dactylon, Dendrocnide cordata, Dichondra repens, Diploglottis diphyllostegia, Dracophyllum sayeri, Einadia nutans, Einadia polygonoides, Eucalyptus camaldulensis, Leucopogon margarodes, Lomandra longifolia, Phyla canescens, Rumex brownii, Rytidosperma, Sonchus oleraceus, Tephrosia brachyodon
14516689	-4141166	1000	27	5	645	35.232	13.3417	10.4667	47.3605	428.7659	24.5	2.4	22.1	18.25	8.7	18.5	7.85	1018	116	50	22.2822	321	180	281	205	Acacia mearnsii, Acacia melanoxylon, Berberis vulgaris, Carex appressa, Eucalyptus amplifolia, Eucalyptus cypellocarpa, Eucalyptus elata, Eucalyptus leucophloia, Eucalyptus portuensis, Eucalyptus quadrangulata, Galanthus, Hedera, Hedera helix, Hibiscus sturtii, Jasminum polyanthum, Leptospermum liversidgei, Ligustrum lucidum, Lomandra longifolia, Lonicera japonica, Nymphoides geminata, Ozothamnus rufescens, Phyllanthus reticulatus, Phyllanthus similis, Phytolacca octandra, Rubus anglocandicans, Vittadinia obovata, Watsonia
14516805	-4140913	1000	36	5	645	27.3516	13.3417	10.4667	47.3605	428.7659	24.5	2.4	22.1	18.25	8.7	18.5	7.85	1018	116	50	22.2822	321	180	281	205	Acacia mearnsii, Acacia melanoxylon, Austrostipa, Carex appressa, Clematis aristata, Cynodon dactylon, Dichondra repens, Ehrharta stipoides, Entolasia marginata, Erigeron canadensis, Eucalyptus elata, Eucalyptus ovata, Eucalyptus stellulata, Exocarpos cupressiformis, Ficus septica, Galium aparine, Hedera helix, Hydriastele, Leptospermum liversidgei, Ligustrum lucidum, Lomandra hystrix, Lonicera japonica, Mackinlaya, Melaleuca linariifolia, Nymphoides geminata, Ocimum tenuiflorum, Ophioglossum, Ozothamnus rufescens, Phyllanthus reticulatus, Plantago lanceolata, Pteridium esculentum, Ranunculus, Rumex acetosella, Solanum prinophyllum, Tribulus cistoides, Vittadinia obovata
14440677	-3663998	1000	45	5	207	11.2164	19.2542	15.0917	49.3192	590.048	34.4	3.8	30.6	26.2833	11.7	26.2833	11.7	621	104	33	38.0877	234	113	234	113	Alopecurus geniculatus, Alternanthera sessilis, Brachyscome smithwhitei, Bromus catharticus, Calandrinia pleiopetala, Crassula sieberiana, Cyperus rotundus, Daucus glochidiatus, Digitaria divaricatissima, Dodonaea lanceolata, Einadia nutans, Eleocharis pallens, Eleocharis sphacelata, Enteropogon acicularis, Enteropogon ramosus, Eragrostis alveiformis, Ficus virgata, Gardenia pyriformis, Goodenia fascicularis, Gymnema pleiadenium, Leiocarpa tomentosa, Lolium perenne, Neptunia gracilis, Oxalis perennans, Panicum decompositum, Peripleura diffusa, Phyllanthus carpentariae, Phyllanthus indigoferoides, Picris angustifolia, Pittosporum revolutum, Plantago cunninghamii, Polystachya moreauae, Ranunculus pentandrus, Rapistrum rugosum, Rhodanthe stricta, Sclerolaena stelligera, Sida trichopoda, Solanum esuriale, Sonchus oleraceus, Sphaeropteris cooperi, Stipa aristiglumis, Tephrosia maculata, Vitaceae, Wahlenbergia gracilis, Zanthoxylum ovalifolium
14498000	-3593821	1000	51	5	286	10.1723	18.5208	13.0917	46.9235	558.3802	32.3	4.4	27.9	25.0833	11.2833	25.0833	11.2833	649	89	30	33.3984	241	114	241	114	Acacia leiocalyx, Acacia monticola, Ajuga australis, Amyema miraculosa, Aristida caput-medusae, Aristida echinata, Cassinia laevis, Chrysocephalum apiculatum, Corchorus sericeus, Corymbia clarksoniana, Corymbia tessellaris, Crassula sieberiana, Cryptostegia grandiflora, Cymbopogon refractus, Cyperus betchei, Cyperus gracilis, Cyperus gunnii, Daviesia ulicina, Dichondra, Digitaria brownii, Diploglottis diphyllostegia, Ectrosia anomala, Ehrharta stipoides, Einadia nutans, Evolvulus alsinoides, Ficus virgata, Glycine canescens, Glycine tabacina, Glycine tomentella, Goodenia glabra, Heteropogon contortus, Lepidium africanum, Lomandra filiformis, Lomandra leucocephala, Lycium ferocissimum, Muehlenbeckia zippelii, Oxalis perennans, Panicum seminudum, Paspalidium gracile, Phyla canescens, Pultenaea millarii, Rostellularia adscendens, Rumex brownii, Rytidosperma racemosum, Schinus terebinthifolia, Solanum elaeagnifolium, Stipa scabra, Stipa verticillata, Syngonium podophyllum, Taraxacum campylodes, Wahlenbergia planiflora
14544284	-3559399	1000	59	5	352	5.3353	18.3625	14.525	50.2595	540.8668	32.4	3.5	28.9	24.6833	11.3167	24.6833	11.3167	730	101	33	35.2629	272	121	272	121	Allocasuarina luehmannii, Aristida caput-medusae, Aristida echinata, Brunoniella australis, Callitris endlicheri, Cheilanthes distans, Cheilanthes sieberi, Chrysocephalum apiculatum, Corchorus sericeus, Cymbopogon refractus, Cyperus fulvus, Cyperus gracilis, Denhamia cunninghamii, Desmodium brachypodum, Desmodium varians, Digitaria ramularis, Diploglottis diphyllostegia, Dracophyllum sayeri, Endiandra limnophila, Enneapogon gracilis, Enneapogon intermedius, Eragrostis leptostachya, Eriachne aristidea, Eucalyptus albens, Eucalyptus brassiana, Evolvulus alsinoides, Ficus virgata, Fimbristylis dichotoma, Fimbristylis furva, Glandularia aristigera, Glossocardia bidens, Glycine tabacina, Goodenia fascicularis, Hibbertia aspera, Lepidium africanum, Melichrus urceolatus, Olearia elliptica, Opercularia diphylla, Opuntia aurantiaca, Panicum seminudum, Parsonsia eucalyptophylla, Phyla canescens, Pterocaulon sphacelatum, Pterostylis, Rhaphidophora australasica, Rostellularia adscendens, Schinus terebinthifolia, Schizachyrium pseudeulalia, Scleria mackaviensis, Smilacaceae, Sonchus, Stackhousia muricata, Styphelia triflora, Symplocos baeuerlenii, Syngonium podophyllum, Vernonia cinerea, Vittadinia cervicularis, Vittadinia sulcata, Wahlenbergia capillaris
14485244	-3782348	1000	72	5	416	6.1358	17.1625	12.375	46.1754	548.4819	30.7	3.9	26.8	22.5333	10.1833	23.7667	10.1833	686	107	36	34.7093	249	128	247	128	Agrostis avenacea, Ajuga australis, Aristida vagans, Arthropodium, Brunoniella australis, Calandrinia eremaea, Cheilanthes distans, Cheilanthes sieberi, Conyza, Crassula sieberiana, Cullen, Cymbonotus lawsonianus, Cymbopogon refractus, Cyperus gracilis, Daucus glochidiatus, Daviesia ulicina, Denhamia cunninghamii, Derris involuta, Desmodium brachypodum, Desmodium varians, Dichanthium sericeum, Dichondra repens, Diploglottis diphyllostegia, Ectrosia scabrida, Einadia nutans, Emilia prenanthoidea, Enneapogon gracilis, Enneapogon intermedius, Eragrostis brownii, Eriachne aristidea, Eucalyptus albens, Eucalyptus brassiana, Euchiton, Ficus virgata, Fimbristylis dichotoma, Fimbristylis furva, Geranium solanderi, Glossocardia bidens, Glycine tabacina, Gompholobium virgatum, Goodenia glabra, Hypochaeris albiflora, Hypochaeris radicata, Lepidium africanum, Leptochloa asthenes, Lomandra filiformis, Oncinocalyx betchei, Oxalis perennans, Paspalidium gracile, Plantago debilis, Proteaceae, Pterostylis, Pultenaea millarii, Ranunculus sessiliflorus, Rhaphidophora australasica, Rostellularia adscendens, Rostellularia adscendens, Rumex brownii, Rytidosperma racemosum, Schinus terebinthifolia, Senecio quadridentatus, Setaria dielsii, Sonchus, Sonchus oleraceus, Stellaria multiflora, Swainsona, Tephrosia maculata, Verbascum virgatum, Veronica plebeia, Vittadinia dissecta, Wahlenbergia luteola, Wahlenbergia planiflora
14498906	-3590432	1000	66	5	305	9.6447	18.4958	13.2583	47.1827	560.3995	32.4	4.3	28.1	25.1	11.25	25.1	11.25	651	89	30	33.232	242	116	242	116	Abutilon oxycarpum, Acacia harpophylla, Agrostis avenacea, Ancistrachne uncinulata, Atalaya hemiglauca, Boerhavia glabrata, Brunoniella australis, Capparis lasiantha, Carex inversa, Casuarina cristata, Cheilanthes distans, Cheilanthes sieberi, Crassula sieberiana, Cryptostegia grandiflora, Cynoglossum suaveolens, Cyperus gracilis, Daviesia ulicina, Derris involuta, Desmodium varians, Dichondra repens, Digitaria brownii, Diplacrum caricinum, Einadia nutans, Elaeocarpus linsmithii, Enneapogon gracilis, Enneapogon intermedius, Enteropogon acicularis, Eragrostis alveiformis, Eragrostis elongata, Eremophila goodwinii, Eriachne aristidea, Eriachne mucronata, Eucalyptus camaldulensis, Eucalyptus populnea, Ficus congesta, Ficus virgata, Fimbristylis furva, Hymenophyllum, Lepidium africanum, Leptochloa asthenes, Maireana microphylla, Muehlenbeckia zippelii, Oxalis perennans, Panicum seminudum, Parietaria debilis, Parsonsia eucalyptophylla, Paspalidium gracile, Phyla canescens, Plantago debilis, Polystachya moreauae, Rhaphidophora australasica, Rytidosperma bipartitum, Rytidosperma racemosum, Schinus terebinthifolia, Sida trichopoda, Solanum semiarmatum, Solenogyne bellioides, Sonchus oleraceus, Spartothamnella juncea, Sterculiaceae, Stipa verticillata, Syngonium podophyllum, Tabernaemontana pandacaqui, Vittadinia cuneata, Vittadinia sulcata, Zanthoxylum ovalifolium
