13727949, -1346413, 0.540
13717949, -1356413, 0.551
13747949, -1366413, 0.561
13757949, -1366413, 0.555
13737949, -1376413, 0.570
13747949, -1376413, 0.548
13717949, -1386413, 0.497
13727949, -1386413, 0.543
13737949, -1386413, 0.561
13747949, -1386413, 0.541
13757949, -1386413, 0.500
13717949, -1396413, 0.495
13727949, -1396413, 0.493
13737949, -1396413, 0.523
13747949, -1396413, 0.522
13757949, -1396413, 0.493
13767949, -1396413, 0.555
12787949, -1406413, 0.511
13717949, -1406413, 0.490
13727949, -1406413, 0.498
13737949, -1406413, 0.528
13747949, -1406413, 0.530
13757949, -1406413, 0.550
13767949, -1406413, 0.490
12737949, -1416413, 0.502
12767949, -1416413, 0.506
12787949, -1416413, 0.511
13717949, -1416413, 0.497
13727949, -1416413, 0.505
13737949, -1416413, 0.508
13747949, -1416413, 0.503
13757949, -1416413, 0.505
13767949, -1416413, 0.536
12587949, -1426413, 0.540
12667949, -1426413, 0.517
12727949, -1426413, 0.506
12737949, -1426413, 0.547
12757949, -1426413, 0.544
12767949, -1426413, 0.531
12777949, -1426413, 0.544
13717949, -1426413, 0.535
13727949, -1426413, 0.532
13737949, -1426413, 0.549
13747949, -1426413, 0.519
13757949, -1426413, 0.507
13767949, -1426413, 0.517
12587949, -1436413, 0.527
12597949, -1436413, 0.523
12627949, -1436413, 0.518
12647949, -1436413, 0.531
12667949, -1436413, 0.551
12677949, -1436413, 0.555
12737949, -1436413, 0.558
12767949, -1436413, 0.550
12777949, -1436413, 0.508
13177949, -1436413, 0.518
13717949, -1436413, 0.498
13727949, -1436413, 0.532
13737949, -1436413, 0.548
13747949, -1436413, 0.551
13757949, -1436413, 0.532
13767949, -1436413, 0.517
13777949, -1436413, 0.520
12567949, -1446413, 0.485
12577949, -1446413, 0.557
12587949, -1446413, 0.544
12597949, -1446413, 0.501
12617949, -1446413, 0.516
12627949, -1446413, 0.543
12637949, -1446413, 0.532
12647949, -1446413, 0.547
12657949, -1446413, 0.544
12667949, -1446413, 0.549
12677949, -1446413, 0.553
12687949, -1446413, 0.564
12737949, -1446413, 0.525
12747949, -1446413, 0.560
12757949, -1446413, 0.559
12767949, -1446413, 0.554
12777949, -1446413, 0.555
12787949, -1446413, 0.515
12817949, -1446413, 0.524
12827949, -1446413, 0.530
13717949, -1446413, 0.493
13727949, -1446413, 0.512
13737949, -1446413, 0.551
13747949, -1446413, 0.576
13757949, -1446413, 0.552
13767949, -1446413, 0.537
13777949, -1446413, 0.531
12567949, -1456413, 0.504
12577949, -1456413, 0.550
12587949, -1456413, 0.491
12597949, -1456413, 0.515
12607949, -1456413, 0.526
12617949, -1456413, 0.520
12627949, -1456413, 0.524
12637949, -1456413, 0.544
12647949, -1456413, 0.528
12657949, -1456413, 0.536
12667949, -1456413, 0.546
12677949, -1456413, 0.555
12747949, -1456413, 0.559
12787949, -1456413, 0.552
12797949, -1456413, 0.495
12817949, -1456413, 0.565
12827949, -1456413, 0.562
12877949, -1456413, 0.507
13717949, -1456413, 0.497
13727949, -1456413, 0.529
13737949, -1456413, 0.538
13747949, -1456413, 0.567
13757949, -1456413, 0.531
13767949, -1456413, 0.530
13777949, -1456413, 0.530
12567949, -1466413, 0.515
12577949, -1466413, 0.497
12597949, -1466413, 0.560
12607949, -1466413, 0.515
12617949, -1466413, 0.512
12627949, -1466413, 0.519
12637949, -1466413, 0.520
12647949, -1466413, 0.524
12657949, -1466413, 0.545
12667949, -1466413, 0.543
12677949, -1466413, 0.546
12797949, -1466413, 0.560
12807949, -1466413, 0.509
12817949, -1466413, 0.565
12827949, -1466413, 0.551
12837949, -1466413, 0.503
13707949, -1466413, 0.495
13717949, -1466413, 0.496
13727949, -1466413, 0.503
13737949, -1466413, 0.544
13747949, -1466413, 0.554
13757949, -1466413, 0.546
13767949, -1466413, 0.545
13777949, -1466413, 0.550
12567949, -1476413, 0.516
12577949, -1476413, 0.520
12597949, -1476413, 0.512
12607949, -1476413, 0.570
12617949, -1476413, 0.540
12627949, -1476413, 0.541
12637949, -1476413, 0.541
12647949, -1476413, 0.545
12657949, -1476413, 0.546
12667949, -1476413, 0.540
12787949, -1476413, 0.550
12797949, -1476413, 0.557
12807949, -1476413, 0.553
